cartodb_id,the_geom,draworder2,visibility2,extrude2,tessellate2,draworder,visibility,extrude,tessellate,____________2,______,____________,lat,lon,icon2,altitudemode2,end2,begin2,timestamp2,icon,altitudemode,description,name,_end,begin,timestamp
263,0101000020E6100000C11F7EFE7B3F5E402C8194D8B5BD3840,,,,,,-1,-1,-1,,新竹縣寶山鄉雞油凸三叉凸小段218地號,20160509,24.741056,120.991943,,,,,,,,lon: 120.991943<br>lat: 24.741056<br>通報編號: (民)1040914-01<br>地點: 新竹縣寶山鄉雞油凸三叉凸小段218地號<br>建檔日期: 20160509,4263.0,,,
264,0101000020E6100000D1967329AE415E40075740A19EBA3840,,,,,,-1,-1,-1,,新竹縣寶山鄉莒光段545地號,20160509,24.728983,121.026255,,,,,,,,lon: 121.026255<br>lat: 24.728983<br>通報編號: (民)1040915-01<br>地點: 新竹縣寶山鄉莒光段545地號<br>建檔日期: 20160509,4264.0,,,
265,0101000020E61000000F7C0C569C405E4076E3DD91B1C23840,,,,,,-1,-1,-1,,新竹縣寶山鄉二坪段78-10地號,20160509,24.760522,121.009542,,,,,,,,lon: 121.009542<br>lat: 24.760522<br>通報編號: (民)1040922-01<br>地點: 新竹縣寶山鄉二坪段78-10地號<br>建檔日期: 20160509,4265.0,,,
266,0101000020E61000006D904946CE3F5E403E5C72DC29C13840,,,,,,-1,-1,-1,,新竹縣寶山鄉三峰路335巷56號,20160509,24.754545,120.996965,,,,,,,,lon: 120.996965<br>lat: 24.754545<br>通報編號: (民)1041109-01<br>地點: 新竹縣寶山鄉三峰路335巷56號<br>建檔日期: 20160509,4266.0,,,
267,0101000020E6100000271422E010415E401A4D2EC6C0B63840,,,,,,-1,-1,-1,,新竹縣寶山鄉大壢段下大壢小段281-14號,20160509,24.713879,121.016655,,,,,,,,lon: 121.016655<br>lat: 24.713879<br>通報編號: (民)1050411-02<br>地點: 新竹縣寶山鄉大壢段下大壢小段281-14號<br>建檔日期: 20160509,4267.0,,,
268,0101000020E61000003FC8B260E23E5E40291F82AAD1C33840,,,,,,-1,-1,-1,,新竹縣寶山鄉明湖段地號1207-1,20160509,24.764918,120.982567,,,,,,,,lon: 120.982567<br>lat: 24.764918<br>通報編號: (民)1050411-03<br>地點: 新竹縣寶山鄉明湖段地號1207-1<br>建檔日期: 20160509,4268.0,,,
269,0101000020E61000001FBAA0BE65405E40B41D537765C33840,,,,,,-1,-1,-1,,新竹縣寶山鄉大雅段地號139-3號,20160509,24.763267,121.00621,,,,,,,,lon: 121.00621<br>lat: 24.763267<br>通報編號: (民)1050411-04<br>地點: 新竹縣寶山鄉大雅段地號139-3號<br>建檔日期: 20160509,4269.0,,,
270,0101000020E6100000C601F4FBFE3E5E40682101A3CBB73840,,,,,,-1,-1,-1,,新竹縣寶山鄉新城段柑仔崎小段地號20、20-1、21、48號,20160509,24.717951,120.984313,,,,,,,,lon: 120.984313<br>lat: 24.717951<br>通報編號: (民)1050411-06<br>地點: 新竹縣寶山鄉新城段柑仔崎小段地號20、20-1、21、48號<br>建檔日期: 20160509,4270.0,,,
271,0101000020E6100000F388D1730B3F5E40D971C3EFA6B73840,,,,,,-1,-1,-1,,新竹縣寶山鄉新城段柑仔崎小段地號20、20-1、21、48號,20160509,24.717391,120.985074,,,,,,,,lon: 120.985074<br>lat: 24.717391<br>通報編號: (民)1050411-06<br>地點: 新竹縣寶山鄉新城段柑仔崎小段地號20、20-1、21、48號<br>建檔日期: 20160509,4271.0,,,
272,0101000020E61000009AB51490F63E5E4090A339B2F2B73840,,,,,,-1,-1,-1,,新竹縣寶山鄉新城段柑仔崎小段地號20、20-1、21、48號,20160509,24.718547,120.983799,,,,,,,,lon: 120.983799<br>lat: 24.718547<br>通報編號: (民)1050411-06<br>地點: 新竹縣寶山鄉新城段柑仔崎小段地號20、20-1、21、48號<br>建檔日期: 20160509,4272.0,,,
273,0101000020E6100000173F8D7BF33E5E4076DF313CF6B73840,,,,,,-1,-1,-1,,新竹縣寶山鄉新城段柑仔崎小段地號20、20-1、21、48號,20160509,24.718601,120.983611,,,,,,,,lon: 120.983611<br>lat: 24.718601<br>通報編號: (民)1050411-06<br>地點: 新竹縣寶山鄉新城段柑仔崎小段地號20、20-1、21、48號<br>建檔日期: 20160509,4273.0,,,
274,0101000020E6100000D2DEE00B93405E4059A5F44C2FB93840,,,,,,-1,-1,-1,,新竹縣寶山鄉大壢段下大壢小段地號259-6、259-14、259-16號,20160509,24.723378,121.008975,,,,,,,,lon: 121.008975<br>lat: 24.723378<br>通報編號: (民)1050411-07<br>地點: 新竹縣寶山鄉大壢段下大壢小段地號259-6、259-14、259-16號<br>建檔日期: 20160509,4274.0,,,
275,0101000020E6100000290989B48D405E40ABAE433525B93840,,,,,,-1,-1,-1,,新竹縣寶山鄉大壢段下大壢小段地號259-6、259-14、259-16號,20160509,24.723224,121.008649,,,,,,,,lon: 121.008649<br>lat: 24.723224<br>通報編號: (民)1050411-07<br>地點: 新竹縣寶山鄉大壢段下大壢小段地號259-6、259-14、259-16號<br>建檔日期: 20160509,4275.0,,,
276,0101000020E61000002BF015DD7A415E40C8B60C384BBD3840,,,,,,-1,-1,-1,,新竹縣寶山鄉寶山路二段128號 (枋子坑段687、688、688-18、688-19號),20160509,24.739429,121.023124,,,,,,,,lon: 121.023124<br>lat: 24.739429<br>通報編號: (民)1050412-03<br>地點: 新竹縣寶山鄉寶山路二段128號 (枋子坑段687、688、688-18、688-19號)<br>建檔日期: 20160509,4276.0,,,
277,0101000020E6100000B9DDCB7D723E5E401C7920B248BF3840,,,,,,-1,-1,-1,,新竹縣寶山鄉寶新路二段56巷 新城段新城小段地號62-13、62-14、62-15、62-16,20160509,24.747203,120.975738,,,,,,,,lon: 120.975738<br>lat: 24.747203<br>通報編號: (民)1050411-05<br>地點: 新竹縣寶山鄉寶新路二段56巷 新城段新城小段地號62-13、62-14、62-15、62-16<br>建檔日期: 20160509,4277.0,,,
278,0101000020E6100000AAD72D02631F5E40A795422097743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.455431,120.490418,,,,,,,,lon: 120.490418<br>lat: 23.455431<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4278.0,,,
279,0101000020E61000006DBF7CB2621F5E400DC347C494743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.455395,120.490399,,,,,,,,lon: 120.490399<br>lat: 23.455395<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4279.0,,,
280,0101000020E61000004BE9995E621F5E40B477465B95743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.455404,120.490379,,,,,,,,lon: 120.490379<br>lat: 23.455404<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4280.0,,,
281,0101000020E6100000FD65F7E4611F5E4000E1438996743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.455422,120.49035,,,,,,,,lon: 120.49035<br>lat: 23.455422<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4281.0,,,
282,0101000020E6100000D98F1491611F5E403F683D7C99743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.455467,120.49033,,,,,,,,lon: 120.49033<br>lat: 23.455467<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4282.0,,,
283,0101000020E6100000976C3CD8621F5E408DD13AAA9A743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.455485,120.490408,,,,,,,,lon: 120.490408<br>lat: 23.455485<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4283.0,,,
284,0101000020E6100000AAD72D02631F5E40E71C3C139A743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.455476,120.490418,,,,,,,,lon: 120.490418<br>lat: 23.455476<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4284.0,,,
285,0101000020E6100000C75BAE7E6C1F5E402E724F5777743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.454946,120.490997,,,,,,,,lon: 120.490997<br>lat: 23.454946<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4285.0,,,
286,0101000020E61000001DA33CF3721F5E4034D8D47954743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.454414,120.491391,,,,,,,,lon: 120.491391<br>lat: 23.454414<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4286.0,,,
287,0101000020E610000092037635791F5E408849B89047743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.454217,120.491773,,,,,,,,lon: 120.491773<br>lat: 23.454217<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4287.0,,,
288,0101000020E61000003BA583F57F1F5E40FA3BDBA337743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453974,120.492185,,,,,,,,lon: 120.492185<br>lat: 23.453974<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4288.0,,,
289,0101000020E610000070E65773801F5E40AFD2DD7536743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453956,120.492215,,,,,,,,lon: 120.492215<br>lat: 23.453956<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4289.0,,,
290,0101000020E610000065045438821F5E407B2DE8BD31743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453884,120.492323,,,,,,,,lon: 120.492323<br>lat: 23.453884<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4290.0,,,
291,0101000020E61000009E1C0588821F5E40D578E92631743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453875,120.492342,,,,,,,,lon: 120.492342<br>lat: 23.453875<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4291.0,,,
292,0101000020E6100000C4F2E7DB821F5E40D578E92631743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453875,120.492362,,,,,,,,lon: 120.492362<br>lat: 23.453875<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4292.0,,,
293,0101000020E610000023E17B7F831F5E40CEBBB1A030743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453867,120.492401,,,,,,,,lon: 120.492401<br>lat: 23.453867<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4293.0,,,
294,0101000020E610000045B75ED3831F5E40CEBBB1A030743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453867,120.492421,,,,,,,,lon: 120.492421<br>lat: 23.453867<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4294.0,,,
295,0101000020E6100000933A014D841F5E40CEBBB1A030743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453867,120.49245,,,,,,,,lon: 120.49245<br>lat: 23.453867<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4295.0,,,
296,0101000020E6100000D3DB9F8B861F5E40DC9DB5DB2E743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.45384,120.492587,,,,,,,,lon: 120.492587<br>lat: 23.45384<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4296.0,,,
297,0101000020E6100000A4A5F276841F5E4043CBBA7F2C743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453804,120.49246,,,,,,,,lon: 120.49246<br>lat: 23.453804<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4297.0,,,
298,0101000020E610000088DA368C821F5E40D55B035B25743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453695,120.492343,,,,,,,,lon: 120.492343<br>lat: 23.453695<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4298.0,,,
299,0101000020E61000000616C094811F5E4088F2052D24743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453677,120.492284,,,,,,,,lon: 120.492284<br>lat: 23.453677<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4299.0,,,
300,0101000020E610000094BC3AC7801F5E40DB183BE125743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453703,120.492235,,,,,,,,lon: 120.492235<br>lat: 23.453703<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4300.0,,,
301,0101000020E6100000E3C116BB7D1F5E40E71725E82F743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453856,120.492049,,,,,,,,lon: 120.492049<br>lat: 23.453856<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4301.0,,,
302,0101000020E610000084D382177D1F5E40416326512F743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453847,120.49201,,,,,,,,lon: 120.49201<br>lat: 23.453847<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4302.0,,,
303,0101000020E61000004F92AE997C1F5E409BAE27BA2E743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453838,120.49198,,,,,,,,lon: 120.49198<br>lat: 23.453838<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4303.0,,,
304,0101000020E610000027E5EE737C1F5E409BAE27BA2E743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453838,120.491971,,,,,,,,lon: 120.491971<br>lat: 23.453838<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4304.0,,,
305,0101000020E6100000A220787C7B1F5E409BAE27BA2E743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453838,120.491912,,,,,,,,lon: 120.491912<br>lat: 23.453838<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4305.0,,,
306,0101000020E61000006DDFA3FE7A1F5E40672618CE35743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453946,120.491882,,,,,,,,lon: 120.491882<br>lat: 23.453946<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4306.0,,,
307,0101000020E6100000637FD93D791F5E40CE531D7233743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.45391,120.491775,,,,,,,,lon: 120.491775<br>lat: 23.45391<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4307.0,,,
308,0101000020E6100000637FD93D791F5E40CE531D7233743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.45391,120.491775,,,,,,,,lon: 120.491775<br>lat: 23.45391<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4308.0,,,
309,0101000020E61000003FA9F6E9781F5E40DB3521AD31743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453883,120.491755,,,,,,,,lon: 120.491755<br>lat: 23.453883<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4309.0,,,
310,0101000020E61000003FA9F6E9781F5E4081EA1F4432743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453892,120.491755,,,,,,,,lon: 120.491755<br>lat: 23.453892<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4310.0,,,
311,0101000020E61000000491459A781F5E4094895B0531743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453873,120.491736,,,,,,,,lon: 120.491736<br>lat: 23.453873<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4311.0,,,
312,0101000020E61000007061DD78771F5E40ECD45C6E30743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453864,120.491667,,,,,,,,lon: 120.491667<br>lat: 23.453864<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4312.0,,,
313,0101000020E61000001BD31396781F5E40C171193735743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453937,120.491735,,,,,,,,lon: 120.491735<br>lat: 23.453937<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4313.0,,,
314,0101000020E6100000EB51B81E851F5E40C879FF1F27743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453722,120.4925,,,,,,,,lon: 120.4925<br>lat: 23.453722<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4314.0,,,
315,0101000020E6100000DAE6C6F4841F5E4021C5008926743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453713,120.49249,,,,,,,,lon: 120.49249<br>lat: 23.453713<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4315.0,,,
316,0101000020E61000004A404CC2851F5E40D55B035B25743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453695,120.492539,,,,,,,,lon: 120.492539<br>lat: 23.453695<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4316.0,,,
317,0101000020E61000005BAB3DEC851F5E40D55B035B25743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453695,120.492549,,,,,,,,lon: 120.492549<br>lat: 23.453695<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4317.0,,,
318,0101000020E61000000F289B72851F5E40AF9811DE1E743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453596,120.49252,,,,,,,,lon: 120.49252<br>lat: 23.453596<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4318.0,,,
319,0101000020E610000022938C9C851F5E40BC7A15191D743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453569,120.49253,,,,,,,,lon: 120.49253<br>lat: 23.453569<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4319.0,,,
320,0101000020E61000005BAB3DEC851F5E40BC7A15191D743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453569,120.492549,,,,,,,,lon: 120.492549<br>lat: 23.453569<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4320.0,,,
321,0101000020E610000092EC116A861F5E406F1118EB1B743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453551,120.492579,,,,,,,,lon: 120.492579<br>lat: 23.453551<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4321.0,,,
322,0101000020E610000092EC116A861F5E40C75C19541B743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453542,120.492579,,,,,,,,lon: 120.492579<br>lat: 23.453542<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4322.0,,,
323,0101000020E6100000BA99D18F861F5E40C75C19541B743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453542,120.492588,,,,,,,,lon: 120.492588<br>lat: 23.453542<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4323.0,,,
324,0101000020E6100000ADB7CD54881F5E4042AED4B320743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453624,120.492696,,,,,,,,lon: 120.492696<br>lat: 23.453624<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4324.0,,,
325,0101000020E61000001F115322891F5E40DC80CF0F23743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.45366,120.492745,,,,,,,,lon: 120.492745<br>lat: 23.45366<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4325.0,,,
326,0101000020E610000049BE1248891F5E408235CEA623743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453669,120.492754,,,,,,,,lon: 120.492754<br>lat: 23.453669<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4326.0,,,
327,0101000020E61000003653211E891F5E405C8FC2F528743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.45375,120.492744,,,,,,,,lon: 120.492744<br>lat: 23.45375<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4327.0,,,
328,0101000020E6100000C6F99B50881F5E406971C63027743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453723,120.492695,,,,,,,,lon: 120.492695<br>lat: 23.453723<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4328.0,,,
329,0101000020E6100000B48EAA26881F5E400344C18C29743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453759,120.492685,,,,,,,,lon: 120.492685<br>lat: 23.453759<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4329.0,,,
330,0101000020E6100000670B08AD871F5E40F661BD512B743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453786,120.492656,,,,,,,,lon: 120.492656<br>lat: 23.453786<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4330.0,,,
331,0101000020E6100000670B08AD871F5E40DC9DB5DB2E743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.45384,120.492656,,,,,,,,lon: 120.492656<br>lat: 23.45384<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4331.0,,,
332,0101000020E61000003653211E891F5E40CAFE791A30743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453859,120.492744,,,,,,,,lon: 120.492744<br>lat: 23.453859<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4332.0,,,
333,0101000020E6100000885FB1868B1F5E40A33B889D29743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.45376,120.492891,,,,,,,,lon: 120.492891<br>lat: 23.45376<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4333.0,,,
334,0101000020E6100000BDA085048C1F5E400A698D4127743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453724,120.492921,,,,,,,,lon: 120.492921<br>lat: 23.453724<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4334.0,,,
335,0101000020E61000004D4700378B1F5E408235CEA623743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453669,120.492872,,,,,,,,lon: 120.492872<br>lat: 23.453669<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4335.0,,,
336,0101000020E61000004D4700378B1F5E40DC80CF0F23743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.45366,120.492872,,,,,,,,lon: 120.492872<br>lat: 23.45366<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4336.0,,,
337,0101000020E610000060B2F1608B1F5E408F17D2E121743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453642,120.492882,,,,,,,,lon: 120.492882<br>lat: 23.453642<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4337.0,,,
338,0101000020E6100000B284B531761F5E407AA86DC328743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453747,120.491589,,,,,,,,lon: 120.491589<br>lat: 23.453747<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4338.0,,,
339,0101000020E610000088D7F50B761F5E4033FCA71B28743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453737,120.49158,,,,,,,,lon: 120.49158<br>lat: 23.453737<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4339.0,,,
340,0101000020E6100000756C04E2751F5E409929ADBF25743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453701,120.49157,,,,,,,,lon: 120.49157<br>lat: 23.453701<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4340.0,,,
341,0101000020E61000005396218E751F5E40F274AE2825743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453692,120.49155,,,,,,,,lon: 120.49155<br>lat: 23.453692<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4341.0,,,
342,0101000020E610000029E96168751F5E404DC0AF9124743740,,,,,,-1,-1,-1,,嘉義市東區八掌溪旁高灘地,20110523,23.453683,120.491541,,,,,,,,lon: 120.491541<br>lat: 23.453683<br>通報編號: (諮)1000519-01<br>地點: 嘉義市東區八掌溪旁高灘地<br>建檔日期: 20110523,4342.0,,,
